key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depth	depthAccuracy	continent	stateProvince	higherGeography	modified	datasetName	countryCode	gbifRegion	country	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	sex	lifeStage	vernacularName	county	language	type	rightsHolder	nomenclaturalCode
4399691544	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.249+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE	39.9785996	-142.3266474	{}	Pacific Ocean	1972.0	6.0	22.0	1972-06-22	174.0	174.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.249+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '49b7f287-d2aa-4fba-b029-25c1e342a850'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Vityaz_cruise 52_st.6669	49b7f287-d2aa-4fba-b029-25c1e342a850	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	West Pacific	6669	OBFc	4399691544	49b7f287-d2aa-4fba-b029-25c1e342a850	425.0 m	INV0001284	IORAS	IORAS	cruise 52	fd699988-ab5d-4737-9443-9085cea191d2																							
1319854003	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:33.446+00:00	395	{}	PRESERVED_SPECIMEN	5.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE	34.9767	139.173	{}	North Pacific Ocean	1971.0	2.0	1.0	1971-02-01	32.0	32.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:33.446+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/375499405-ec1c-4e01-b1ee-c939ff48bb39'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/375499405-ec1c-4e01-b1ee-c939ff48bb39	urn:lsid:biocol.org:col:34871	Honshu Island, Sagami Bay		IZ	1319854003	http://n2t.net/ark:/65665/375499405-ec1c-4e01-b1ee-c939ff48bb39		USNM 195200	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	295.0	5.0	ASIA	Shizuoka	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:52:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan	01 FEB 1971	unknown, from legacy	Degrees Minutes Seconds	KT71-2-29	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae								
1320462405	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:57.975+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE	34.89	139.158	{}	North Pacific Ocean	1971.0	2.0	3.0	1971-02-03	34.0	34.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:57.975+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/390348178-07db-4ebe-bfdc-d5b6623613b8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/390348178-07db-4ebe-bfdc-d5b6623613b8	urn:lsid:biocol.org:col:34871	Honshu Island, Sagami Bay		IZ	1320462405	http://n2t.net/ark:/65665/390348178-07db-4ebe-bfdc-d5b6623613b8		USNM 195099	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	167.0	7.0	ASIA	Shizuoka	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:52:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan	03 FEB 1971	unknown, from legacy	Degrees Minutes Seconds	KT71-2-27	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	MALE	Juvenile						
1320745263	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:03.161+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE	34.8583	139.128	{}	North Pacific Ocean	1971.0	2.0	3.0	1971-02-03	34.0	34.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:03.161+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39cb71192-0083-4a15-879e-b8067601c545'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/39cb71192-0083-4a15-879e-b8067601c545	urn:lsid:biocol.org:col:34871	Honshu Island, Sagami Bay		IZ	1320745263	http://n2t.net/ark:/65665/39cb71192-0083-4a15-879e-b8067601c545		USNM 195098	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	325.5	10.5	ASIA	Shizuoka	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:52:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan	03 FEB 1971	unknown, from legacy	Degrees Minutes Seconds	KT71-2-26	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	FEMALE							
1317711823	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:50.527+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}	North Pacific Ocean	1970.0	5.0	22.0	1970-05-22	142.0	142.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:50.527+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/316853e62-4f9f-4301-88b6-6a2174b1c4bc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)			Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/316853e62-4f9f-4301-88b6-6a2174b1c4bc	urn:lsid:biocol.org:col:34871	Honshu Island, Sagami Bay, Off Kisami		IZ	1317711823	http://n2t.net/ark:/65665/316853e62-4f9f-4301-88b6-6a2174b1c4bc		USNM 195201	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	30.0	0.0		Shizuoka	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:52:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan	22 MAY 1970				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae		Juvenile						
1318526777	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:14.003+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE	34.57	138.868	{}	North Pacific Ocean	1969.0	7.0	14.0	1969-07-14	195.0	195.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:14.003+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33a926979-18f8-4e9d-84bc-2aed2903a662'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/33a926979-18f8-4e9d-84bc-2aed2903a662	urn:lsid:biocol.org:col:34871	Honshu Island, Sagami Bay		IZ	1318526777	http://n2t.net/ark:/65665/33a926979-18f8-4e9d-84bc-2aed2903a662		USNM 195094	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	85.0	9.0	ASIA	Shizuoka	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:52:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan	14 JUL 1969	unknown, from legacy	Degrees Minutes Seconds	KT69-12-9	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	FEMALE	Juvenile						
1318549776	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:43.172+00:00	395	{}	PRESERVED_SPECIMEN	597.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE	35.015	139.143	{}	North Pacific Ocean	1969.0	7.0	17.0	1969-07-17	198.0	198.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:43.172+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33b9672ad-7649-4f22-a75f-9155875ae17d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/33b9672ad-7649-4f22-a75f-9155875ae17d	urn:lsid:biocol.org:col:34871	Honshu Island, Sagami Bay		IZ	1318549776	http://n2t.net/ark:/65665/33b9672ad-7649-4f22-a75f-9155875ae17d		USNM 195096	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	113.0	0.0	ASIA	Shizuoka	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:52:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan	17 JUL 1969	unknown, from legacy	Degrees Minutes Seconds	KT69-12-21	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae								
1318849901	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:42.121+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE	34.6183	138.98	{}	North Pacific Ocean	1969.0	7.0	14.0	1969-07-14	195.0	195.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:42.121+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/348da8632-2197-41c5-aefe-a79e28eda031'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/348da8632-2197-41c5-aefe-a79e28eda031	urn:lsid:biocol.org:col:34871	Honshu Island, Sagami Bay		IZ	1318849901	http://n2t.net/ark:/65665/348da8632-2197-41c5-aefe-a79e28eda031		USNM 195095	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	139.0	1.0	ASIA	Shizuoka	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:52:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan	14 JUL 1969	unknown, from legacy	Degrees Minutes Seconds	KT69-12-13	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	MALE	Juvenile						
1319502664	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:58.923+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE	34.595	138.995	{}	North Pacific Ocean	1969.0	7.0	18.0	1969-07-18	199.0	199.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:58.923+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/365bf581a-b693-4664-861f-b7f2d63c2291'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/365bf581a-b693-4664-861f-b7f2d63c2291	urn:lsid:biocol.org:col:34871	Honshu Island, Sagami Bay		IZ	1319502664	http://n2t.net/ark:/65665/365bf581a-b693-4664-861f-b7f2d63c2291		USNM 195097	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	256.0	0.0		Shizuoka	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:52:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan	18 JUL 1969	unknown, from legacy	Degrees Minutes Seconds	KT69-12-23	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	FEMALE							
