key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	nomenclaturalStatus	identifier	combinationAuthors	verbatimScientificName	namePublishedIn	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	elevation	typeStatus	locality	recordedBy	institutionCode	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	datasetID	eventID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	associatedSequences	catalogNumber	taxonConceptID	occurrenceRemarks
4012366692	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.297+00:00	84	{}	MATERIAL_CITATION	2.0	PRESENT	MALE	12252360	1	54	354	9477065	6316	2117290	12252360	12252360	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus madibenthos	Anoplodactylus	madibenthos	SPECIES	ACCEPTED	NE	14.455	-60.925	NORTH_AMERICA	{}	2016.0	9.0	10.0	2016-09-10	254.0	254.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.297+00:00	https://treatment.plazi.org/id/03A95E063E49FFEAFDC701440079BC71#3B68E54D3E49FFE7FBC0042A05D0B91D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FBC0042A05D0B91D'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FBC0042A05D0B91D	Sabroux & Hassanin & Corbari	Anoplodactylus madibenthos	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	4012366692	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FBC0042A05D0B91D	1 ♂, 1 ♀, 4 juvs; Ste-Luce; 14 ° 27.3 ʹ N, 60 ° 55.5 ʹ W; depth 15 m; 10 Sep. 2016; st. AB 062; MNHN-IU- 2016 - 1453.	03A95E063E49FFEAFDC701440079BC71.taxon	2022	Anoplodactylus madibenthos																			
4012366607	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.054+00:00	84	{}	MATERIAL_CITATION	2.0	PRESENT	MALE	12252360	1	54	354	9477065	6316	2117290	12252360	12252360	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus madibenthos	Anoplodactylus	madibenthos	SPECIES	ACCEPTED	NE	14.466666	-61.001667	NORTH_AMERICA	{}	2016.0	9.0	26.0	2016-09-26	270.0	270.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.054+00:00	https://treatment.plazi.org/id/03A95E063E49FFEAFDC701440079BC71#3B68E54D3E49FFE7FBC207B30405BA87	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FBC207B30405BA87'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FBC207B30405BA87	Sabroux & Hassanin & Corbari	Anoplodactylus madibenthos	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	4012366607	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FBC207B30405BA87	1 ♂ ov., 1 ♀; Grande Anse du Diamant; 14 ° 28 ʹ N, 61 ° 00.1 ʹ W; depth 12 m; 26 Sep. 2016; st. AB 360; MNHN-IU- 2016 - 1235	03A95E063E49FFEAFDC701440079BC71.taxon	2022	Anoplodactylus madibenthos																			
4012366391	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.084+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT		12252360	1	54	354	9477065	6316	2117290	12252360	12252360	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus madibenthos	Anoplodactylus	madibenthos	SPECIES	ACCEPTED	NE	14.7	-60.896667	NORTH_AMERICA	{}	2016.0	9.0	24.0	2016-09-24	268.0	268.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.084+00:00	https://treatment.plazi.org/id/03A95E063E49FFEAFDC701440079BC71#3B68E54D3E49FFE7FC1307CD0541B941	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FC1307CD0541B941'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FC1307CD0541B941	Sabroux & Hassanin & Corbari	Anoplodactylus madibenthos	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	4012366391	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FC1307CD0541B941	1 juv.; Baie du Robert; 14 ° 42 ʹ N, 60 ° 53.8 ʹ W; depth 1 – 3 m; 24 Sep. 2016; st. AR 453; MNHN-IU- 2016 - 1321	03A95E063E49FFEAFDC701440079BC71.taxon	2022	Anoplodactylus madibenthos																			
4012366555	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.892+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	FEMALE	12252360	1	54	354	9477065	6316	2117290	12252360	12252360	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus madibenthos	Anoplodactylus	madibenthos	SPECIES	ACCEPTED	NE	14.463333	-60.965	NORTH_AMERICA	{}	2016.0	9.0	25.0	2016-09-25	269.0	269.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.892+00:00	https://treatment.plazi.org/id/03A95E063E49FFEAFDC701440079BC71#3B68E54D3E49FFE7FC8D07570542BAEB	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FC8D07570542BAEB'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FC8D07570542BAEB	Sabroux & Hassanin & Corbari	Anoplodactylus madibenthos	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	4012366555	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FC8D07570542BAEB	1 ♀; Trois Rivières; 14 ° 27.8 ʹ N, 60 ° 57.9 ʹ W; depth 3 – 4 m; 25 Sep. 2016; st. AB 356; MNHN-IU- 2016 - 1202 / MK 411079	03A95E063E49FFEAFDC701440079BC71.taxon	2022	Anoplodactylus madibenthos	4.0	PARATYPE																	
4012366759	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.477+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT		12252360	1	54	354	9477065	6316	2117290	12252360	12252360	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Anoplodactylus madibenthos Sabroux, Hassanin & Corbari, 2022	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus madibenthos	Anoplodactylus	madibenthos	SPECIES	ACCEPTED	NE	14.648334	-61.15167	NORTH_AMERICA	{'level0': {'gid': 'MTQ', 'name': 'Martinique'}, 'level1': {'gid': 'MTQ.4_1', 'name': 'Saint-Pierre'}, 'level2': {'gid': 'MTQ.4.2_1', 'name': 'Case-Pilote'}}	2016.0	9.0	27.0	2016-09-27	271.0	271.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.477+00:00	https://treatment.plazi.org/id/03A95E063E49FFEAFDC701440079BC71#3B68E54D3E49FFE7FCEA077A0233BACC	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FCEA077A0233BACC'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FCEA077A0233BACC	Sabroux & Hassanin & Corbari	Anoplodactylus madibenthos	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	4012366759	03A95E063E49FFEAFDC701440079BC71.mc.3B68E54D3E49FFE7FCEA077A0233BACC	1 juv.; Case-Pilote; 14 ° 38.9 ʹ N, 61 ° 09.1 ʹ W; depth 0 – 14 m; 27 Sep. 2016; st. AS 365; MNHN-IU- 2016 - 1078	03A95E063E49FFEAFDC701440079BC71.taxon	2022	Anoplodactylus madibenthos	7.0	PARATYPE	AS																
