key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	elevation	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	acceptedNameUsage	institutionID	locality	collectionCode	gbifID	occurrenceID	parentNameUsageID	previousIdentifications	institutionCode	acceptedNameUsageID	identificationRemarks	verbatimElevation	higherClassification	collectionID	parentNameUsage	continent	coordinateUncertaintyInMeters	datasetName	http://unknown.org/nick	verbatimEventDate	verbatimLocality	taxonID	catalogNumber	occurrenceRemarks	http://unknown.org/captive	identificationID	depth	depthAccuracy	waterBody	samplingProtocol	eventID	scientificNameID	footprintWKT	eventTime	fieldNumber	networkKeys	collectionKey	verbatimDepth	ownerInstitutionCode	parentEventID	stateProvince	county	language	type	locationID	bibliographicCitation	datasetID	verbatimIdentification	otherCatalogNumbers	habitat	georeferenceRemarks	higherGeography	dynamicProperties	lifeStage	organismQuantity	organismQuantityType	recordNumber	nomenclaturalCode	disposition	materialEntityID	georeferenceProtocol	verbatimCoordinateSystem	projectId	locationRemarks
3908970391	f49dd893-1e91-4ce6-9aa7-e1047ffee557	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-07-22T19:41:42.767+00:00	2024-07-22T19:41:57.206+00:00	440	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117751	1	54	354	9477065	2013	2117630	2117751	2117751	Nymphon serratum G.O.Sars, 1879	Nymphon serratum G.O.Sars, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon serratum	Nymphon	serratum	SPECIES	ACCEPTED	NE	2023-07-05T00:00:00	64.9	35.7	-55.0	{}	2022.0	8.0	5.0	2022-08-05	217.0	217.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE']	2023-10-24T14:19:39.000+00:00	2024-07-22T19:41:57.206+00:00	https://animal.depo.msu.ru/open/public/item/206936130	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'WS00000017374'}]	[]	[]	[]	943cd489-37ec-481f-9e53-2e3f7f99a972	False	Syomin V.L.;Artemieva A.;Sokolova A.K.;Neretin N.Y.;Kolbasova G.D.;Yakovis E.L.	Petrova M.	EtOH96°-1	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	Zoological Museum of M.V. Lomonosov State University	WS00000017374	Pantopoda	http://grbio.org/cool/k3qp-615s	Arctic Ocean, White Sea, Onega Bay, Solovetsky Islands, Zayatski Islands Trench; PZ-VII_st.7	ZMMU_WS	3908970391	WS00000017374	113959735	Pantopoda gen. sp., ID: Neretin N.Y., 09.08.2022	ZMMU	113959736	Female	-35.0	Animalia|Arthropoda|Pycnogonida	112770707	Pycnogonida																																																	
1914304256	f49dd893-1e91-4ce6-9aa7-e1047ffee557	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-07-22T19:41:42.767+00:00	2024-07-22T19:42:01.214+00:00	440	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117751	1	54	354	9477065	2013	2117630	2117751	2117751	Nymphon serratum G.O.Sars, 1879	Nymphon serratum G.O.Sars, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon serratum	Nymphon	serratum	SPECIES	ACCEPTED	NE	2018-07-09T00:00:00	66.3	33.1	-15.0	{'level0': {'gid': 'RUS', 'name': 'Russia'}, 'level1': {'gid': 'RUS.26_1', 'name': 'Karelia'}, 'level2': {'gid': 'RUS.26.10_1', 'name': 'Loukhskiy rayon'}, 'level3': {'gid': 'RUS.26.10.1_1', 'name': ''}}	2018.0	7.0	6.0	2018-07-06	187.0	187.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE']	2021-02-26T12:04:32.000+00:00	2024-07-22T19:42:01.214+00:00	https://animal.depo.msu.ru/open/public/item/119017531	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'WS00000010556'}]	[{'type': 'StillImage', 'format': 'image/tiff', 'identifier': 'https://animal.depo.msu.ru/open/public/item/119017531/img/0.tif?gbif'}]	[]	[]	943cd489-37ec-481f-9e53-2e3f7f99a972	False		Petrova M.	DNA-1	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	Zoological Museum of M.V. Lomonosov State University	WS00000010556	Nymphon serratum	http://grbio.org/cool/k3qp-615s	Arctic Ocean, White Sea, Kandalaksha Gulf, Velikaya Salma Strait; Kresrovye Island	ZMMU_WS	1914304256	WS00000010556	114006521		ZMMU	119038361			Animalia|Arthropoda|Pycnogonida|Pantopoda|Nymphonoidea|Nymphonidae|Nymphon	112770707	Nymphon	EUROPE																																																
4171283207	50c9509d-22c7-4a22-a47d-8c48425ef4a7	28eb1a3f-1c15-4a95-931a-4af90ecb574d	997448a8-f762-11e1-a439-00145eb45e9a	28eb1a3f-1c15-4a95-931a-4af90ecb574d	CA	DWC_ARCHIVE	2024-07-23T16:16:17.354+00:00	2024-07-24T06:09:01.309+00:00	474	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Claude Nozères', 'http://rs.tdwg.org/dwc/terms/catalogNumber': '302875768', 'http://purl.org/dc/terms/publisher': 'iNaturalist', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/created': '2023-05-18T11:34:36-07:00', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'Claude Nozères', 'http://purl.org/dc/terms/identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/302875768/original.jpg', 'http://purl.org/dc/terms/references': 'https://www.inaturalist.org/photos/302875768'}, {'http://purl.org/dc/terms/creator': 'Claude Nozères', 'http://rs.tdwg.org/dwc/terms/catalogNumber': '302876780', 'http://purl.org/dc/terms/publisher': 'iNaturalist', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/created': '2023-05-18T11:34:33-07:00', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'Claude Nozères', 'http://purl.org/dc/terms/identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/302876780/original.jpg', 'http://purl.org/dc/terms/references': 'https://www.inaturalist.org/photos/302876780'}, {'http://purl.org/dc/terms/creator': 'Claude Nozères', 'http://rs.tdwg.org/dwc/terms/catalogNumber': '302876789', 'http://purl.org/dc/terms/publisher': 'iNaturalist', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/created': '2023-05-18T11:34:54-07:00', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'Claude Nozères', 'http://purl.org/dc/terms/identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/302876789/original.jpg', 'http://purl.org/dc/terms/references': 'https://www.inaturalist.org/photos/302876789'}, {'http://purl.org/dc/terms/creator': 'Claude Nozères', 'http://rs.tdwg.org/dwc/terms/catalogNumber': '302876790', 'http://purl.org/dc/terms/publisher': 'iNaturalist', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/created': '2023-05-18T11:35:13-07:00', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'Claude Nozères', 'http://purl.org/dc/terms/identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/302876790/original.jpg', 'http://purl.org/dc/terms/references': 'https://www.inaturalist.org/photos/302876790'}]}	HUMAN_OBSERVATION		PRESENT	2117751	1	54	354	9477065	2013	2117630	2117751	2117751	Nymphon serratum G.O.Sars, 1879	Nymphon serratum G.O.Sars, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon serratum	Nymphon	serratum	SPECIES	ACCEPTED	NE	2023-07-22T20:44:22	61.743032	-66.529515		{}	2018.0	8.0	26.0	2018-08-26	238.0	238.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2023-07-28T05:27:18.000+00:00	2024-07-24T06:09:01.309+00:00	https://www.inaturalist.org/observations/174347539	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '174347539'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'references': 'https://www.inaturalist.org/photos/302876790', 'created': '2023-05-18T18:35:13.000+00:00', 'creator': 'Claude Nozères', 'publisher': 'iNaturalist', 'license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'rightsHolder': 'Claude Nozères', 'identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/302876790/original.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'references': 'https://www.inaturalist.org/photos/302876789', 'created': '2023-05-18T18:34:54.000+00:00', 'creator': 'Claude Nozères', 'publisher': 'iNaturalist', 'license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'rightsHolder': 'Claude Nozères', 'identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/302876789/original.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'references': 'https://www.inaturalist.org/photos/302875768', 'created': '2023-05-18T18:34:36.000+00:00', 'creator': 'Claude Nozères', 'publisher': 'iNaturalist', 'license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'rightsHolder': 'Claude Nozères', 'identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/302875768/original.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'references': 'https://www.inaturalist.org/photos/302876780', 'created': '2023-05-18T18:34:33.000+00:00', 'creator': 'Claude Nozères', 'publisher': 'iNaturalist', 'license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'rightsHolder': 'Claude Nozères', 'identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/302876780/original.jpg'}]	[]	[]		False	Claude Nozères	Claude Nozères		WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Claude Nozères	174347539				Observations	4171283207	https://www.inaturalist.org/observations/174347539			iNaturalist								13.0	iNaturalist research-grade observations	clauden	2018/08/26	Qikiqtaaluk Region, NU, Canada	813455	174347539	Sampled on a fisheries survey. MLI museum no. 12432. z= -272 m. Information: https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40871137.pdf	wild	388765863																																						
2240586339	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:28.666+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0838615099383435', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '148710535001042', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2117751	1	54	354	9477065	2013	2117630	2117751	2117751	Nymphon serratum G.O.Sars, 1879	Nymphon serratum G.O.Sars, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon serratum	Nymphon	serratum	SPECIES	ACCEPTED	NE		73.347912	36.255697		{}	2015.0	6.0	13.0	2015-06-13T18:30Z/2015-06-13T18:35Z	164.0	164.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-04-11T12:43:28.666+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '148710535001042'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False				WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE		148710535001042			MAREANO Reference Station: 1487	IMRMarbunnBenthos	2240586339	148710535001042			IMR									beamtrawl_2006-2022					148710535001042				228.595	3.905000000000001	Barents Sea	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	Cruise: 58GS-2015109 Sample: 535	urn:lsid:marinespecies.org:taxname:134707	LINESTRING(36.255697 73.347912,36.256143 73.345828)	18:30Z/18:35Z	catchId: 42																													
4399691098	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.902+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117751	1	54	354	9477065	2013	2117630	2117751	2117751	Nymphon serratum G.O.Sars, 1879	Nymphon serratum G.O.Sars, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon serratum	Nymphon	serratum	SPECIES	ACCEPTED	NE		74.9495722	77.900429		{}	2011.0	9.0	22.0	2011-09-22	265.0	265.0	['COORDINATE_REPROJECTED']		2024-06-18T12:44:58.902+00:00		http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'b5bfb3c7-c7b4-45d7-a9cb-6d6aabb9f2e8'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	RV Akademik Mstislav Keldysh	Raiskiy, Alexey	EtOH 75%	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		b5bfb3c7-c7b4-45d7-a9cb-6d6aabb9f2e8		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kara Sea	OBFc	4399691098	b5bfb3c7-c7b4-45d7-a9cb-6d6aabb9f2e8			IORAS					fd699988-ab5d-4737-9443-9085cea191d2									INV0001855						Kara Sea	Trawl	RV Akademik Mstislav Keldysh_cruise 59_st.5024				5024	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	34.0 - 34.2 m	IORAS	cruise 59																								
4444205776	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.894+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117751	1	54	354	9477065	2013	2117630	2117751	2117751	Nymphon serratum G.O.Sars, 1879	Nymphon serratum G.O.Sars, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon serratum	Nymphon	serratum	SPECIES	ACCEPTED	NE		70.3773224	55.6157841		{}	1998.0	8.0	24.0	1998-08-24	236.0	236.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']		2024-06-18T12:44:58.894+00:00		http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '76a93ae3-f375-4c73-b8fb-9cc7235cd80f'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	RV Akademik Sergey Vavilov	Turpaeva, Elena	EtOH 75%	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		76a93ae3-f375-4c73-b8fb-9cc7235cd80f		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Pechora Sea	OBFc	4444205776	76a93ae3-f375-4c73-b8fb-9cc7235cd80f			IORAS					fd699988-ab5d-4737-9443-9085cea191d2									INV0003114						Pechora Sea	Sigsbee Trawl	RV Akademik Sergey Vavilov_cruise 13_st.1132				1132	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	109.0 - 80.0 m	IORAS	cruise 13																								
4134388519	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:17.565+00:00	337	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117751	1	54	354	9477065	2013	2117630	2117751	2117751	Nymphon serratum G.O.Sars, 1879	Nymphon serratum G.O.Sars, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon serratum	Nymphon	serratum	SPECIES	ACCEPTED	NE		63.6667	-68.4333		{}	1970.0	8.0	9.0	1970-08-09	221.0	221.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-05-19T15:40:00.000+00:00	2024-07-04T18:50:17.565+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'aecab4a1-37f7-46d1-bc0a-46622d02a850'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	False	F.R.B., Arctic Biological Station			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	aecab4a1-37f7-46d1-bc0a-46622d02a850		http://biocol.org/urn:lsid:biocol.org:col:34935	Arctic Ocean, Frobisher Bay, St. 70-5, Depth= 68m	CMNC	4134388519	aecab4a1-37f7-46d1-bc0a-46622d02a850			CMN				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;	http://grbio.org/cool/sjd8-70zp		NORTH_AMERICA		Crustacea					CMNC 2019-0723														0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830				Nunavut (Terr.)	Baffin I.	en	PhysicalObject	ABS Frobisher Bay St. 70-5 1970-08-09 68m	(CMNC 2019-0723)																		
3127658428	93efc16a-7eb1-4792-bdec-de1ea69b8c65	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9	5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2024-07-17T23:36:27.118+00:00	2024-07-17T23:36:43.550+00:00	160	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117751	1	54	354	9477065	2013	2117630	2117751	2117751	Nymphon serratum G.O.Sars, 1879	Nymphon serratum G.O.Sars, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon serratum	Nymphon	serratum	SPECIES	ACCEPTED	NE		63.67	-68.438333		{}	1967.0	8.0	28.0	1967-08-28	240.0	240.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-17T23:36:43.550+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_MLI_MuseumCollection_6552'}]	[]	[]	[]	2ae7293d-9c89-46ee-9aa8-ea116dacad3f	False				WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	His Majesty the King in right of Canada, as represented by the Minister of Fisheries and Oceans	DFO_MLI_MuseumCollection_6552		https://edmo.seadatanet.org/report/4160	Mair Island	MuseumCollection	3127658428	DFO_MLI_MuseumCollection_6552			IML							NORTH_AMERICA		DFO Quebec Region MLI museum collection			Entre Mair Island & Cairn Island	083_01205	6552				65.0	1.0				urn:lsid:marinespecies.org:taxname:134707			SAB 67-5 OT-7								en	PhysicalObject			dfo_que_mli_museum	Nymphon serratum																
3302785531	060eecc9-75b0-4952-bb48-e400d3ad7771	689b40c4-ff31-4cd0-83a5-a7a828f1cd92	c4e83f8a-f24c-4573-a197-f085ca242917	64795dcb-ad74-41b3-95e5-cc52ba754776	NO	EML	2024-07-01T00:01:18.482+00:00	2024-07-01T00:01:27.900+00:00	187	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117751	1	54	354	9477065	2013	2117630	2117751	2117751	Nymphon serratum G.O.Sars, 1879	Nymphon serratum G.O.Sars, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon serratum	Nymphon	serratum	SPECIES	ACCEPTED	NE		80.0783	17.1667		{}	1960.0	7.0	29.0	1960-07-29	211.0	211.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2021-02-03T00:00:00.000+00:00	2024-07-01T00:01:27.900+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:TSZ:EVERT:Ch-554'}]	[]	[]	[]	41930fa9-e6da-4351-bc6e-59dfaca3be7d	False	Bengt Christiansen	Nils Knaben	Ethanol	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE		urn:catalog:TSZ:EVERT:Ch-554		https://ror.org/00wge5k78	Hinlopenstretet	EVERT	3302785531	urn:catalog:TSZ:EVERT:Ch-554			TSZ					db9c8f41-0c88-465b-8f49-5e30583fe517									Ch-554													['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	db9c8f41-0c88-465b-8f49-5e30583fe517				Svalbard							Nymphon serratum	CECDFE40-D6D0-0FA3-E053-A876F0814F62	mud, Foraminifera	OR													
